short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur,predicted_value,value_gap
M. Daramy,18,180,71,86.0,57.0,57.0,72.0,25.0,62.0,1600000,1534750.0,-65250.0
K. Jakob,22,183,74,67.0,36.0,54.0,61.0,57.0,61.0,475000,409700.0,-65300.0
S. Wharton,22,182,81,57.0,29.0,44.0,51.0,62.0,73.0,675000,609700.0,-65300.0
K. Ramírez,26,180,73,80.0,54.0,61.0,69.0,32.0,52.0,900000,834650.0,-65350.0
R. Yılmaz,19,174,67,65.0,45.0,54.0,63.0,61.0,56.0,725000,659575.0,-65425.0
L. Vilsvik,31,180,73,71.0,58.0,61.0,63.0,61.0,70.0,475000,409550.0,-65450.0
A. Jahović,33,191,90,69.0,74.0,48.0,66.0,33.0,76.0,2500000,2434500.0,-65500.0
N. Isimat-Mirin,28,187,78,59.0,34.0,53.0,45.0,70.0,75.0,1600000,1534500.0,-65500.0
S. Srnić,28,174,64,68.0,63.0,67.0,69.0,44.0,55.0,900000,834500.0,-65500.0
B. Balaj,29,188,78,68.0,68.0,49.0,65.0,26.0,69.0,1100000,1034500.0,-65500.0
B. Al Mutairi,30,168,50,81.0,28.0,52.0,58.0,56.0,62.0,350000,284400.0,-65600.0
Ivo Pinto,30,184,70,84.0,47.0,63.0,68.0,67.0,71.0,2500000,2434375.0,-65625.0
H. Manzala,26,177,71,84.0,65.0,61.0,69.0,36.0,61.0,1100000,1034375.0,-65625.0
M. van Duinen,28,185,75,75.0,65.0,61.0,65.0,48.0,75.0,800000,734325.0,-65675.0
F. Díaz,17,176,65,58.0,37.0,54.0,53.0,62.0,64.0,675000,609125.0,-65875.0
B. Johnson,20,180,70,71.0,32.0,50.0,60.0,58.0,55.0,625000,559025.0,-65975.0
R. Yalçın,26,183,77,60.0,46.0,65.0,68.0,62.0,66.0,1000000,934000.0,-66000.0
S. Vasiliadis,22,175,75,72.0,61.0,68.0,75.0,65.0,72.0,4200000,4134000.0,-66000.0
C. Drameh,18,184,73,78.0,35.0,50.0,59.0,54.0,60.0,475000,408950.0,-66050.0
Paris Adot,30,172,71,75.0,58.0,63.0,64.0,63.0,70.0,825000,758875.0,-66125.0
Ewerton,31,188,89,32.0,37.0,58.0,58.0,72.0,70.0,1800000,1733875.0,-66125.0
M. Rzatkowski,30,172,66,72.0,64.0,71.0,73.0,65.0,68.0,2900000,2833750.0,-66250.0
H. Ortega,20,190,77,55.0,31.0,42.0,47.0,61.0,68.0,625000,558625.0,-66375.0
Saúl Crespo,23,186,79,63.0,52.0,61.0,62.0,62.0,65.0,650000,583625.0,-66375.0
Jeremy,20,175,73,76.0,46.0,51.0,60.0,59.0,62.0,750000,683625.0,-66375.0
K. Hachisuka,29,180,76,70.0,42.0,62.0,62.0,66.0,74.0,875000,808500.0,-66500.0
K. Saief,26,176,72,75.0,67.0,68.0,71.0,53.0,64.0,2100000,2033500.0,-66500.0
D. Cáceres,22,178,64,80.0,36.0,55.0,63.0,64.0,69.0,1300000,1233500.0,-66500.0
Pablo Martínez,22,182,74,62.0,50.0,64.0,59.0,56.0,54.0,500000,433375.0,-66625.0
G. Masouras,23,181,73,90.0,49.0,58.0,61.0,63.0,66.0,1300000,1233375.0,-66625.0
J. Lonwijk,20,189,80,71.0,57.0,58.0,59.0,41.0,72.0,475000,408350.0,-66650.0
E. Finlay,29,175,75,81.0,63.0,63.0,66.0,42.0,62.0,875000,808250.0,-66750.0
C. Gutiérrez,23,181,70,79.0,47.0,62.0,64.0,62.0,68.0,1200000,1133125.0,-66875.0
C. Cuero,24,183,79,82.0,41.0,56.0,51.0,60.0,78.0,750000,683125.0,-66875.0
N. Seiwald,19,179,70,65.0,55.0,63.0,63.0,59.0,63.0,775000,708125.0,-66875.0
Jeong Hyun Cheol,27,187,72,49.0,52.0,59.0,57.0,60.0,72.0,575000,508075.0,-66925.0
L. Rossettini,35,187,82,50.0,44.0,46.0,53.0,72.0,70.0,725000,658075.0,-66925.0
F. Porath,23,179,68,73.0,54.0,64.0,68.0,48.0,57.0,950000,883000.0,-67000.0
Madi,21,180,66,81.0,62.0,52.0,70.0,28.0,50.0,1000000,933000.0,-67000.0
F. Platte,24,190,86,66.0,67.0,50.0,63.0,25.0,75.0,1300000,1233000.0,-67000.0
V. Hedenstad,29,178,74,74.0,54.0,64.0,68.0,63.0,68.0,875000,807875.0,-67125.0
D. Sosa,22,177,74,68.0,45.0,57.0,59.0,64.0,70.0,900000,832875.0,-67125.0
S. Sáez,35,178,80,69.0,68.0,49.0,70.0,25.0,70.0,825000,757625.0,-67375.0
L. Fülöp,22,180,76,68.0,56.0,61.0,66.0,45.0,67.0,800000,732525.0,-67475.0
Alvildo Sousa,24,183,79,69.0,69.0,72.0,73.0,30.0,70.0,4400000,4332500.0,-67500.0
P. Hamel,26,189,76,61.0,73.0,57.0,67.0,28.0,62.0,3000000,2932500.0,-67500.0
N. Aguerd,24,188,76,51.0,45.0,52.0,57.0,66.0,71.0,950000,882500.0,-67500.0
M. Madsen,22,186,82,59.0,56.0,66.0,67.0,58.0,73.0,1200000,1132500.0,-67500.0
A. Baby,31,183,80,74.0,66.0,62.0,65.0,55.0,76.0,775000,707500.0,-67500.0
J. Minala,23,184,84,59.0,63.0,64.0,68.0,63.0,73.0,1200000,1132500.0,-67500.0
M. Samatta,27,183,80,79.0,76.0,66.0,72.0,32.0,73.0,9000000,8932500.0,-67500.0
I. Poveda,20,167,64,76.0,53.0,55.0,66.0,31.0,49.0,675000,607450.0,-67550.0
L. Kelly,30,187,88,50.0,52.0,63.0,59.0,64.0,74.0,625000,557375.0,-67625.0
Bruno Soares,31,194,87,49.0,31.0,42.0,49.0,66.0,74.0,575000,507325.0,-67675.0
J. Branthwaite,18,193,70,54.0,29.0,38.0,42.0,59.0,63.0,450000,382275.0,-67725.0
D. Saggiomo,21,165,55,71.0,63.0,66.0,67.0,44.0,58.0,1400000,1332250.0,-67750.0
C. Dima,20,185,76,69.0,40.0,53.0,54.0,66.0,73.0,1200000,1132250.0,-67750.0
M. Antonucci,21,181,76,68.0,57.0,65.0,70.0,32.0,47.0,1200000,1132125.0,-67875.0
F. Konaté,19,172,69,74.0,43.0,48.0,61.0,60.0,59.0,775000,707000.0,-68000.0
M. Dimun,23,186,76,60.0,38.0,55.0,58.0,64.0,74.0,925000,857000.0,-68000.0
J. Lens,32,178,75,85.0,72.0,69.0,79.0,36.0,73.0,6000000,5932000.0,-68000.0
Fran Gámez,28,174,71,77.0,47.0,59.0,67.0,67.0,67.0,2000000,1931750.0,-68250.0
J. van Hecke,20,189,80,58.0,46.0,53.0,59.0,67.0,68.0,1300000,1231750.0,-68250.0
E. Zelaya,32,186,75,73.0,71.0,58.0,61.0,32.0,74.0,1400000,1331750.0,-68250.0
R. Hernández,22,172,70,83.0,33.0,52.0,61.0,59.0,63.0,750000,681700.0,-68300.0
J. Reina,31,173,70,76.0,65.0,71.0,72.0,45.0,59.0,2100000,2031625.0,-68375.0
D. Bergqvist,27,185,87,53.0,31.0,50.0,54.0,57.0,82.0,400000,331625.0,-68375.0
J. Rankin-Costello,20,183,64,75.0,56.0,58.0,66.0,53.0,59.0,800000,731575.0,-68425.0
F. Beijmo,22,185,77,85.0,37.0,54.0,59.0,62.0,66.0,1000000,931500.0,-68500.0
A. Burcă,27,187,82,62.0,23.0,44.0,50.0,70.0,76.0,1900000,1831500.0,-68500.0
J. Dacosta,24,182,77,78.0,32.0,57.0,63.0,60.0,73.0,925000,856500.0,-68500.0
A. Nguiamba,21,179,73,64.0,36.0,55.0,59.0,58.0,63.0,525000,456425.0,-68575.0
Luis Henrique,22,184,81,65.0,63.0,55.0,64.0,21.0,63.0,775000,706375.0,-68625.0
Luan,24,186,68,53.0,25.0,40.0,43.0,67.0,67.0,775000,706250.0,-68750.0
R. Quintana,25,173,70,63.0,59.0,48.0,64.0,20.0,57.0,375000,306250.0,-68750.0
R. Ion,19,179,70,69.0,61.0,60.0,67.0,31.0,50.0,975000,906250.0,-68750.0
Elliot,21,177,72,79.0,63.0,60.0,71.0,41.0,59.0,1400000,1331000.0,-69000.0
M. Guehi,19,185,75,63.0,30.0,42.0,51.0,65.0,62.0,900000,831000.0,-69000.0
J. Czerwiński,28,183,84,56.0,32.0,45.0,45.0,72.0,82.0,2700000,2630875.0,-69125.0
A. Tosin,22,179,77,90.0,61.0,50.0,67.0,34.0,67.0,800000,730750.0,-69250.0
André Anderson,20,180,75,70.0,59.0,60.0,68.0,25.0,49.0,1000000,930750.0,-69250.0
V. Trummer,20,187,83,70.0,42.0,54.0,59.0,61.0,73.0,800000,730625.0,-69375.0
V. Tasar,23,174,65,81.0,62.0,60.0,69.0,25.0,52.0,1200000,1130500.0,-69500.0
J. Salas,25,185,85,59.0,36.0,54.0,46.0,59.0,66.0,450000,380400.0,-69600.0
Guerrero,22,174,66,66.0,46.0,60.0,61.0,63.0,61.0,850000,780375.0,-69625.0
G. Vașvari,33,179,71,53.0,58.0,62.0,60.0,63.0,72.0,425000,355325.0,-69675.0
A. Baldi,18,188,75,58.0,53.0,56.0,59.0,60.0,55.0,600000,530300.0,-69700.0
T. Schwede,26,182,73,79.0,54.0,59.0,65.0,38.0,66.0,750000,680275.0,-69725.0
G. Hall,28,191,71,61.0,39.0,48.0,44.0,68.0,70.0,1000000,930125.0,-69875.0
C. Antwi-Adjej,26,173,72,90.0,58.0,61.0,77.0,26.0,56.0,3700000,3630125.0,-69875.0
J. Ramírez,23,179,76,68.0,67.0,48.0,59.0,24.0,60.0,950000,880125.0,-69875.0
E. Abedini,21,190,76,60.0,38.0,58.0,59.0,59.0,69.0,675000,605125.0,-69875.0
A. Medina,22,182,74,68.0,57.0,64.0,68.0,53.0,58.0,1000000,930125.0,-69875.0
T. Ugajin,32,172,71,66.0,59.0,65.0,66.0,60.0,67.0,500000,430075.0,-69925.0
L. Flores,24,176,69,69.0,53.0,61.0,67.0,34.0,58.0,825000,755050.0,-69950.0
A. Al Hamdan,20,185,77,70.0,60.0,41.0,57.0,20.0,67.0,675000,605000.0,-70000.0
M. Ignatov,20,187,79,67.0,51.0,65.0,67.0,45.0,52.0,1000000,929900.0,-70100.0
T. Lutonda,19,167,65,70.0,30.0,54.0,61.0,57.0,58.0,600000,529900.0,-70100.0
J. Horn,33,188,83,65.0,29.0,50.0,40.0,62.0,74.0,250000,179875.0,-70125.0
L. Shengelia,24,185,77,71.0,61.0,63.0,67.0,21.0,66.0,1000000,929750.0,-70250.0
D. Sinik,21,175,66,77.0,51.0,65.0,73.0,40.0,48.0,1600000,1529750.0,-70250.0
J. Astorga,19,177,63,67.0,49.0,54.0,60.0,31.0,49.0,350000,279700.0,-70300.0
N. Kainourgios,21,189,82,63.0,49.0,54.0,58.0,60.0,67.0,625000,554675.0,-70325.0
Alex Baena,18,174,69,63.0,65.0,60.0,68.0,39.0,47.0,925000,854650.0,-70350.0
S. Schipplock,31,186,84,68.0,64.0,57.0,62.0,39.0,75.0,575000,504650.0,-70350.0
H. Arakaki,22,164,64,69.0,51.0,60.0,60.0,52.0,61.0,425000,354650.0,-70350.0
M. Finotto,27,183,72,82.0,62.0,57.0,65.0,35.0,67.0,750000,679625.0,-70375.0
A. Seydel,24,199,90,68.0,61.0,53.0,65.0,29.0,65.0,750000,679575.0,-70425.0
L. Davies,20,180,70,80.0,32.0,53.0,54.0,51.0,60.0,350000,279500.0,-70500.0
G. Edmundson,22,190,79,67.0,30.0,40.0,42.0,65.0,77.0,1000000,929375.0,-70625.0
J. Vagnoman,19,187,86,87.0,44.0,60.0,68.0,63.0,72.0,2100000,2029375.0,-70625.0
A. León,20,189,79,54.0,60.0,45.0,51.0,21.0,55.0,275000,204350.0,-70650.0
B. Sheaf,22,185,64,55.0,42.0,57.0,58.0,60.0,75.0,750000,679325.0,-70675.0
Dani Escriche,22,178,75,68.0,66.0,51.0,65.0,35.0,56.0,950000,879250.0,-70750.0
K. Krygård,20,179,77,63.0,53.0,57.0,63.0,54.0,69.0,550000,479200.0,-70800.0
Chumi,21,186,78,55.0,36.0,49.0,53.0,65.0,65.0,925000,854125.0,-70875.0
L. Miranda,26,173,70,75.0,67.0,75.0,76.0,70.0,70.0,8000000,7929000.0,-71000.0
J. Schmid,30,180,80,79.0,64.0,74.0,77.0,69.0,75.0,7000000,6929000.0,-71000.0
P. Mouche,32,177,72,77.0,69.0,69.0,75.0,27.0,65.0,3100000,3029000.0,-71000.0
I. Ramírez,25,177,70,65.0,35.0,56.0,59.0,63.0,65.0,675000,603975.0,-71025.0
B. Moltenis,21,184,80,49.0,29.0,42.0,45.0,60.0,61.0,325000,253950.0,-71050.0
M. Chanot,30,186,84,32.0,49.0,48.0,49.0,72.0,78.0,2500000,2428875.0,-71125.0
R. Yates,22,190,77,66.0,58.0,57.0,64.0,65.0,79.0,1600000,1528875.0,-71125.0
M. Kramer,31,196,80,46.0,64.0,56.0,56.0,35.0,63.0,575000,503750.0,-71250.0
T. Přikryl,27,177,69,80.0,66.0,67.0,71.0,28.0,61.0,1900000,1828750.0,-71250.0
R. Opruț,22,181,70,72.0,25.0,50.0,55.0,60.0,68.0,625000,553725.0,-71275.0
F. Benítez,21,178,80,68.0,46.0,58.0,62.0,23.0,51.0,450000,378575.0,-71425.0
I. Traoré,31,186,80,70.0,63.0,70.0,75.0,71.0,81.0,4800000,4728500.0,-71500.0
Pablo Valcarce,27,173,70,75.0,64.0,63.0,70.0,51.0,66.0,950000,878500.0,-71500.0
M. Simon,24,168,69,92.0,71.0,67.0,82.0,36.0,64.0,11500000,11428500.0,-71500.0
K. Leerdam,30,178,70,71.0,57.0,65.0,68.0,67.0,73.0,1900000,1828500.0,-71500.0
V. Peña,32,166,68,71.0,59.0,61.0,66.0,34.0,50.0,500000,428425.0,-71575.0
Baena,19,173,68,79.0,53.0,60.0,64.0,27.0,59.0,800000,728375.0,-71625.0
P. Cornud,23,177,73,78.0,56.0,62.0,61.0,59.0,68.0,900000,828375.0,-71625.0
M. Heyer,25,184,76,68.0,50.0,61.0,63.0,70.0,69.0,2100000,2028375.0,-71625.0
U. Segura,27,183,70,65.0,64.0,66.0,68.0,55.0,64.0,950000,878250.0,-71750.0
Bruno Felipe,26,180,75,78.0,62.0,63.0,70.0,27.0,54.0,1100000,1028250.0,-71750.0
S. Sinclair,31,178,70,85.0,70.0,64.0,74.0,41.0,64.0,2700000,2628250.0,-71750.0
Lee Seung Woo,22,173,63,73.0,63.0,60.0,74.0,27.0,46.0,1200000,1128125.0,-71875.0
M. Căpățînă,24,183,76,68.0,62.0,64.0,67.0,31.0,64.0,875000,803125.0,-71875.0
R. Stewart,23,193,81,71.0,62.0,51.0,58.0,26.0,66.0,650000,578075.0,-71925.0
Henrique Gomes,24,185,78,66.0,31.0,49.0,64.0,72.0,75.0,3900000,3828000.0,-72000.0
D. Schad,23,176,70,83.0,40.0,56.0,63.0,59.0,64.0,900000,828000.0,-72000.0
S. Farhan,23,180,70,65.0,42.0,50.0,50.0,61.0,79.0,675000,602975.0,-72025.0
V. Vermeij,25,196,88,50.0,64.0,53.0,55.0,30.0,69.0,700000,627900.0,-72100.0
E. Guessand,19,185,79,66.0,62.0,51.0,60.0,21.0,61.0,800000,727875.0,-72125.0
G. Karlen,27,186,79,68.0,65.0,51.0,60.0,32.0,68.0,750000,677750.0,-72250.0
D. Churlinov,19,180,75,73.0,60.0,57.0,70.0,31.0,49.0,975000,902750.0,-72250.0
L. Moore,27,185,86,70.0,33.0,57.0,62.0,68.0,79.0,1900000,1827750.0,-72250.0
S. Doucouré,18,193,75,53.0,58.0,46.0,56.0,23.0,68.0,425000,352700.0,-72300.0
J. Börner,29,188,86,63.0,58.0,55.0,57.0,70.0,79.0,2200000,2127625.0,-72375.0
P. Mendy,24,186,75,76.0,40.0,56.0,61.0,60.0,69.0,775000,702625.0,-72375.0
B. Vides,27,178,76,72.0,60.0,54.0,68.0,39.0,70.0,750000,677525.0,-72475.0
S. Sissoko,21,186,73,73.0,43.0,58.0,64.0,59.0,66.0,800000,727500.0,-72500.0
S. Hutchinson,29,188,80,50.0,29.0,51.0,54.0,73.0,81.0,3400000,3327500.0,-72500.0
H. Dalsgaard,30,192,81,75.0,57.0,62.0,65.0,71.0,72.0,3200000,3127500.0,-72500.0
H. Akbunar,26,167,61,81.0,59.0,63.0,69.0,33.0,43.0,1100000,1027375.0,-72625.0
G. Marcussen,22,179,70,75.0,55.0,56.0,64.0,40.0,57.0,450000,377350.0,-72650.0
P. Vlachodimos,28,184,74,74.0,64.0,64.0,68.0,34.0,61.0,900000,827250.0,-72750.0
J. Mazzaco,20,170,67,71.0,48.0,51.0,61.0,60.0,53.0,750000,677225.0,-72775.0
B. Leizza,20,184,76,59.0,28.0,41.0,43.0,59.0,62.0,325000,252075.0,-72925.0
P. Steinhart,27,181,71,73.0,54.0,68.0,62.0,60.0,72.0,800000,727075.0,-72925.0
Dilson Calegari,24,179,75,64.0,65.0,65.0,62.0,37.0,53.0,600000,527025.0,-72975.0
G. Hirst,21,191,81,64.0,63.0,41.0,57.0,30.0,64.0,750000,677025.0,-72975.0
Soldado,35,180,74,54.0,78.0,71.0,73.0,44.0,68.0,3500000,3427000.0,-73000.0
S. Sow,23,182,74,78.0,62.0,57.0,67.0,27.0,67.0,850000,776875.0,-73125.0
K. Thuram,19,192,81,69.0,52.0,67.0,68.0,70.0,69.0,3700000,3626500.0,-73500.0
A. Donatti,33,192,86,44.0,60.0,56.0,54.0,76.0,77.0,3100000,3026500.0,-73500.0
K. Mizunuma,30,176,72,65.0,62.0,69.0,69.0,39.0,64.0,1000000,926375.0,-73625.0
O. Islas,24,169,64,78.0,61.0,60.0,64.0,29.0,53.0,750000,676375.0,-73625.0
M. Cassierra,23,183,69,74.0,65.0,57.0,65.0,28.0,66.0,925000,851375.0,-73625.0
J. Hochscheidt,32,180,82,67.0,71.0,71.0,71.0,57.0,73.0,2400000,2326375.0,-73625.0
C. Fierro,25,175,70,81.0,58.0,62.0,69.0,33.0,58.0,1100000,1026375.0,-73625.0
R. Richard,18,182,75,70.0,37.0,48.0,58.0,57.0,61.0,475000,401300.0,-73700.0
C. Paredes,22,183,70,69.0,62.0,65.0,64.0,64.0,67.0,1200000,1126250.0,-73750.0
A. Lewis,20,175,63,65.0,36.0,57.0,60.0,57.0,58.0,425000,351250.0,-73750.0
Diego Alende,22,180,76,43.0,26.0,42.0,45.0,67.0,68.0,1000000,926250.0,-73750.0
G. Bayrakdar,18,181,74,66.0,60.0,57.0,65.0,32.0,50.0,750000,676225.0,-73775.0
B. Babić,22,180,74,82.0,61.0,48.0,65.0,27.0,64.0,775000,701100.0,-73900.0
E. Friberg,34,180,70,42.0,57.0,70.0,62.0,56.0,69.0,325000,251075.0,-73925.0
A. Kanté,25,184,80,89.0,63.0,56.0,67.0,22.0,69.0,1100000,1026000.0,-74000.0
C. Johnson,23,180,71,71.0,46.0,59.0,63.0,60.0,71.0,775000,701000.0,-74000.0
Rúben Fonseca,20,188,82,58.0,60.0,40.0,55.0,37.0,66.0,550000,476000.0,-74000.0
M. Kiprit,20,182,80,67.0,63.0,47.0,60.0,30.0,63.0,825000,751000.0,-74000.0
N. DeLeon,29,178,77,70.0,62.0,64.0,66.0,57.0,71.0,750000,676000.0,-74000.0
B. Ndoye,26,187,82,57.0,61.0,57.0,58.0,60.0,80.0,625000,550925.0,-74075.0
M. Heinloth,28,177,77,70.0,37.0,50.0,62.0,60.0,67.0,475000,400875.0,-74125.0
A. Hrustić,23,183,70,67.0,63.0,67.0,70.0,57.0,66.0,1400000,1325625.0,-74375.0
D. Becker,22,169,66,67.0,47.0,58.0,63.0,48.0,59.0,525000,450625.0,-74375.0
E. Benítez,32,176,74,73.0,60.0,66.0,64.0,27.0,62.0,600000,525525.0,-74475.0
S. Mara,17,184,79,71.0,63.0,47.0,60.0,25.0,60.0,825000,750500.0,-74500.0
A. Halme,22,196,78,46.0,21.0,45.0,54.0,63.0,71.0,800000,725500.0,-74500.0
M. Schneiderlin,30,185,75,54.0,60.0,71.0,70.0,75.0,75.0,6500000,6425500.0,-74500.0
A. Fletcher,24,188,78,74.0,69.0,44.0,67.0,29.0,70.0,2400000,2325375.0,-74625.0
R. Cisneros,23,181,74,67.0,63.0,52.0,63.0,29.0,65.0,775000,700375.0,-74625.0
Lee Jeong Hyeop,29,186,76,64.0,66.0,47.0,63.0,36.0,76.0,900000,825250.0,-74750.0
S. Hausner,20,187,79,55.0,26.0,42.0,51.0,61.0,68.0,525000,450175.0,-74825.0
S. Birnbaum,29,185,82,38.0,31.0,46.0,51.0,69.0,80.0,1700000,1625125.0,-74875.0
S. Doumbia,23,175,64,87.0,40.0,59.0,67.0,60.0,63.0,1200000,1125125.0,-74875.0
D. Rodríguez,24,171,67,69.0,60.0,65.0,68.0,55.0,55.0,900000,825125.0,-74875.0
F. Myhre,21,180,75,56.0,47.0,56.0,63.0,55.0,64.0,525000,450100.0,-74900.0
J. Delgado,27,176,71,76.0,63.0,62.0,71.0,41.0,63.0,1100000,1025000.0,-75000.0
S. Amrabat,23,185,70,78.0,60.0,74.0,79.0,75.0,81.0,12500000,12425000.0,-75000.0
M. Kupczak,28,187,76,65.0,50.0,55.0,58.0,60.0,65.0,375000,299850.0,-75150.0
S. McMann,23,180,70,64.0,36.0,55.0,63.0,62.0,69.0,800000,724750.0,-75250.0
Jamiro Monteiro,26,175,72,76.0,61.0,72.0,76.0,63.0,74.0,4900000,4824750.0,-75250.0
Cristian,24,180,70,69.0,56.0,65.0,66.0,56.0,64.0,875000,799750.0,-75250.0
A. Laurienté,21,171,59,68.0,57.0,61.0,71.0,33.0,39.0,925000,849750.0,-75250.0
D. Erdmann,29,188,86,53.0,40.0,50.0,49.0,61.0,85.0,550000,474725.0,-75275.0
S. Ramírez,19,180,75,71.0,53.0,55.0,64.0,32.0,54.0,550000,474700.0,-75300.0
N. Capaldo,21,177,73,72.0,55.0,66.0,66.0,62.0,69.0,1300000,1224625.0,-75375.0
U. Fredriksen,21,189,89,55.0,27.0,43.0,45.0,59.0,72.0,450000,374575.0,-75425.0
S. Aziz,29,183,79,71.0,32.0,55.0,57.0,76.0,77.0,6500000,6424500.0,-75500.0
C. Tarragona,29,180,77,72.0,70.0,52.0,69.0,40.0,64.0,1800000,1724375.0,-75625.0
M. Wieteska,23,187,77,58.0,33.0,46.0,44.0,66.0,71.0,1000000,924250.0,-75750.0
M. Weigandt,20,175,72,72.0,36.0,46.0,63.0,62.0,67.0,1100000,1024125.0,-75875.0
A. Tudorie,24,190,75,61.0,64.0,45.0,56.0,32.0,70.0,725000,649125.0,-75875.0
C. Olivera,18,170,67,78.0,59.0,63.0,70.0,36.0,48.0,1300000,1224000.0,-76000.0
K. Mouanga,19,191,80,49.0,31.0,35.0,38.0,61.0,69.0,425000,348900.0,-76100.0
L. Barrera,29,179,79,75.0,64.0,63.0,69.0,44.0,61.0,875000,798875.0,-76125.0
Jaime Sierra,22,175,63,49.0,51.0,63.0,60.0,42.0,44.0,500000,423850.0,-76150.0
W. Lautoa,32,182,87,43.0,38.0,59.0,54.0,70.0,78.0,1600000,1523750.0,-76250.0
O. Schönfelder,19,181,74,75.0,57.0,55.0,62.0,47.0,57.0,650000,573525.0,-76475.0
R. Harper,20,188,76,68.0,53.0,65.0,68.0,60.0,72.0,1300000,1223500.0,-76500.0
A. Sagal,27,178,78,74.0,69.0,63.0,67.0,50.0,75.0,1900000,1823500.0,-76500.0
K. Ehlers,19,186,76,63.0,27.0,50.0,47.0,66.0,67.0,1100000,1023500.0,-76500.0
Aguado,24,175,70,65.0,63.0,68.0,69.0,53.0,43.0,1200000,1123500.0,-76500.0
B. Ashley-Seal,21,188,91,76.0,58.0,43.0,59.0,24.0,59.0,550000,473500.0,-76500.0
J. Murillo,24,171,66,92.0,68.0,61.0,77.0,30.0,49.0,5500000,5423375.0,-76625.0
O. Gonzalez,22,184,86,59.0,28.0,34.0,50.0,62.0,73.0,550000,473375.0,-76625.0
T. Koga,21,182,71,75.0,35.0,57.0,65.0,63.0,65.0,1200000,1123375.0,-76625.0
F. Al Sagour,24,177,60,82.0,44.0,54.0,62.0,57.0,56.0,675000,598250.0,-76750.0
Ryder Matos,27,180,70,74.0,65.0,61.0,76.0,34.0,65.0,1900000,1823250.0,-76750.0
Álvaro Giménez,29,183,83,72.0,70.0,57.0,68.0,29.0,65.0,1800000,1723250.0,-76750.0
M. Żyro,21,188,83,63.0,34.0,38.0,37.0,60.0,72.0,500000,423200.0,-76800.0
E. Peretz,23,189,75,70.0,65.0,68.0,64.0,51.0,59.0,875000,798125.0,-76875.0
O. Syrota,20,189,74,65.0,22.0,37.0,43.0,65.0,73.0,1100000,1023125.0,-76875.0
A. Søderlund,32,187,86,63.0,70.0,55.0,63.0,42.0,79.0,1400000,1323125.0,-76875.0
D. Abraham,33,189,82,74.0,55.0,59.0,52.0,77.0,77.0,3600000,3523000.0,-77000.0
K. Cabral,20,185,78,73.0,58.0,59.0,65.0,35.0,56.0,800000,722875.0,-77125.0
J. Indacoechea,19,172,71,69.0,45.0,60.0,58.0,53.0,58.0,525000,447825.0,-77175.0
G. Debeljuh,23,185,80,61.0,63.0,42.0,60.0,20.0,79.0,800000,722775.0,-77225.0
A. Oliveros,21,183,79,71.0,35.0,63.0,67.0,62.0,65.0,1200000,1122750.0,-77250.0
P. Velasco,27,173,67,74.0,44.0,49.0,52.0,63.0,58.0,750000,672725.0,-77275.0
D. Febles,29,180,74,71.0,63.0,47.0,58.0,33.0,67.0,650000,572650.0,-77350.0
K. Waston,32,196,88,43.0,30.0,44.0,42.0,68.0,81.0,1100000,1022625.0,-77375.0
P. Zinckernagel,25,175,70,88.0,67.0,68.0,74.0,42.0,67.0,5000000,4922500.0,-77500.0
M. Sušić,29,181,75,72.0,47.0,60.0,64.0,64.0,70.0,875000,797500.0,-77500.0
C. Stengs,21,187,68,76.0,68.0,76.0,82.0,33.0,58.0,15500000,15422500.0,-77500.0
M. Neicuțescu,21,180,77,78.0,58.0,56.0,61.0,26.0,61.0,625000,547425.0,-77575.0
Ignasi Miquel,27,188,82,60.0,28.0,56.0,58.0,70.0,69.0,1800000,1722375.0,-77625.0
L. Thomas,21,168,66,83.0,53.0,60.0,71.0,36.0,59.0,1200000,1122375.0,-77625.0
C. Yambéré,29,191,81,57.0,31.0,48.0,53.0,70.0,76.0,1700000,1622250.0,-77750.0
T. Raschl,20,177,75,64.0,44.0,61.0,66.0,56.0,62.0,775000,697250.0,-77750.0
J. Scott,19,188,87,76.0,61.0,47.0,61.0,19.0,67.0,800000,722125.0,-77875.0
T. Sekine,25,167,61,77.0,60.0,62.0,68.0,31.0,54.0,925000,847000.0,-78000.0
J. Herrera,28,175,75,71.0,70.0,60.0,67.0,23.0,69.0,1800000,1722000.0,-78000.0
D. Kocyła,17,180,66,77.0,57.0,53.0,60.0,26.0,50.0,500000,421900.0,-78100.0
P. Pfeiffer,20,196,91,59.0,32.0,41.0,49.0,64.0,67.0,925000,846750.0,-78250.0
Lee Sang Heon,22,178,67,72.0,60.0,57.0,67.0,45.0,60.0,675000,596750.0,-78250.0
E. Apeh,23,183,83,69.0,67.0,54.0,67.0,26.0,62.0,1400000,1321750.0,-78250.0
F. Lucioni,32,185,80,49.0,33.0,48.0,50.0,71.0,70.0,1100000,1021750.0,-78250.0
B. Cuesta,31,173,76,69.0,63.0,51.0,58.0,26.0,67.0,400000,321675.0,-78325.0
R. Calderón,27,178,78,66.0,37.0,60.0,58.0,58.0,64.0,500000,421600.0,-78400.0
H. Anderson,23,179,71,88.0,57.0,58.0,62.0,46.0,77.0,800000,721400.0,-78600.0
D. Trivunić,18,188,81,62.0,45.0,54.0,56.0,55.0,59.0,300000,221300.0,-78700.0
