short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur
V. Besuijen,19,169,62,82.0,53.0,54.0,65.0,19.0,42.0,550000
I. Ilić,19,187,75,67.0,57.0,59.0,64.0,49.0,66.0,525000
B. Ashley-Seal,21,188,91,76.0,58.0,43.0,59.0,24.0,59.0,550000
K. Krygård,20,179,77,63.0,53.0,57.0,63.0,54.0,69.0,550000
J. Kade,21,182,67,67.0,52.0,59.0,67.0,61.0,38.0,550000
Z. Dearnley,21,175,66,74.0,57.0,56.0,63.0,34.0,61.0,550000
N. Fernández,20,173,67,72.0,41.0,57.0,63.0,59.0,60.0,550000
B. Figueroa,21,181,72,71.0,49.0,60.0,60.0,43.0,59.0,550000
L. Ranieri,21,185,74,58.0,34.0,40.0,61.0,65.0,52.0,525000
A. Toufiqui,21,175,69,63.0,52.0,62.0,63.0,55.0,57.0,550000
D. Butterworth,20,178,65,80.0,59.0,47.0,62.0,35.0,54.0,550000
E. Taha,21,175,70,84.0,57.0,48.0,64.0,23.0,56.0,550000
S. Asta,19,178,75,67.0,31.0,46.0,61.0,60.0,58.0,500000
L. González,20,170,73,79.0,62.0,54.0,63.0,30.0,63.0,550000
A. Adouyev,21,181,66,70.0,54.0,59.0,71.0,50.0,52.0,550000
Y. Ammour,21,182,70,77.0,62.0,46.0,60.0,24.0,56.0,550000
Baselga,21,178,69,66.0,64.0,52.0,64.0,25.0,53.0,550000
T. Matthews,19,175,70,77.0,44.0,54.0,70.0,28.0,40.0,550000
S. Benega,21,175,74,69.0,62.0,54.0,62.0,26.0,56.0,550000
C. Trejo,20,179,70,77.0,61.0,55.0,60.0,21.0,59.0,550000
B. Abdallah,21,176,62,76.0,32.0,56.0,60.0,54.0,55.0,525000
H. Abdelli,20,188,81,62.0,53.0,57.0,64.0,48.0,62.0,550000
O. Camara,21,167,62,86.0,53.0,54.0,66.0,26.0,57.0,550000
L. Carnot,19,181,73,63.0,52.0,64.0,61.0,49.0,62.0,525000
M. Taferner,19,170,60,70.0,53.0,57.0,67.0,40.0,46.0,550000
T. Sabitzer,19,182,78,72.0,56.0,53.0,64.0,23.0,60.0,550000
M. Skóraś,20,172,64,78.0,47.0,56.0,63.0,34.0,63.0,550000
Matchoi Djaló,17,175,68,84.0,51.0,57.0,63.0,33.0,46.0,500000
S. Appelkamp,19,175,61,66.0,45.0,60.0,69.0,35.0,39.0,550000
Pau Resta,19,185,75,60.0,34.0,43.0,35.0,63.0,62.0,500000
M. Saracevic,19,178,66,77.0,48.0,55.0,67.0,27.0,54.0,550000
M. Ibrahimoglu,19,175,66,70.0,51.0,58.0,69.0,45.0,53.0,525000
D. Rojas,20,175,75,53.0,55.0,57.0,62.0,58.0,75.0,550000
Camilo,21,178,72,67.0,51.0,61.0,65.0,55.0,64.0,550000
J. Doig,18,184,71,71.0,35.0,50.0,57.0,59.0,64.0,475000
Javi López,18,183,75,69.0,27.0,44.0,48.0,59.0,57.0,475000
E. Zuelli,18,181,70,66.0,58.0,62.0,62.0,57.0,57.0,500000
J. Šutalo,20,190,82,71.0,27.0,42.0,47.0,60.0,70.0,525000
I. Takidine,19,171,61,75.0,49.0,54.0,71.0,23.0,38.0,550000
A. Truffert,18,173,63,60.0,39.0,53.0,61.0,58.0,55.0,475000
S. Sidibe,19,172,70,76.0,59.0,54.0,66.0,30.0,43.0,550000
S. Onur,17,174,70,64.0,59.0,54.0,66.0,29.0,42.0,500000
J. Romaña,21,185,79,59.0,26.0,39.0,41.0,60.0,66.0,450000
M. Sørensen,21,185,73,54.0,31.0,48.0,54.0,61.0,69.0,450000
N. Cordero,21,184,78,64.0,64.0,52.0,61.0,25.0,62.0,500000
L. Sandoval,21,183,76,77.0,56.0,58.0,64.0,38.0,60.0,500000
N. Tella,20,171,70,79.0,53.0,52.0,65.0,31.0,50.0,475000
U. Fredriksen,21,189,89,55.0,27.0,43.0,45.0,59.0,72.0,450000
M. Melbourne,21,178,65,67.0,31.0,46.0,56.0,61.0,68.0,450000
S. Mallon,21,178,64,69.0,56.0,56.0,63.0,46.0,55.0,475000
Javi Vázquez,19,180,72,58.0,34.0,52.0,49.0,61.0,55.0,425000
F. Jno-Baptiste,20,183,74,83.0,60.0,46.0,64.0,26.0,47.0,500000
Boubacar Hanne,21,175,68,85.0,50.0,47.0,63.0,46.0,65.0,475000
A. Lyons,19,173,58,70.0,44.0,54.0,56.0,58.0,53.0,425000
B. Mines,20,175,68,69.0,45.0,57.0,65.0,45.0,51.0,475000
R. Kobryń,20,184,77,72.0,31.0,44.0,53.0,57.0,62.0,450000
G. Arib,20,168,63,65.0,37.0,56.0,62.0,57.0,56.0,450000
M. Phaëton,20,185,75,74.0,61.0,48.0,63.0,22.0,69.0,500000
R. Zalazar,20,178,72,75.0,49.0,59.0,65.0,58.0,62.0,475000
J. Lonwijk,20,189,80,71.0,57.0,58.0,59.0,41.0,72.0,475000
R. Moldoveanu,21,178,71,73.0,59.0,56.0,64.0,18.0,55.0,500000
A. Đerlek,19,173,65,73.0,52.0,62.0,68.0,38.0,45.0,475000
A. Álvarez,20,175,65,68.0,36.0,52.0,60.0,56.0,51.0,450000
R. Fernández,19,188,82,50.0,40.0,50.0,56.0,60.0,63.0,425000
D. Yongwa,19,174,65,75.0,31.0,56.0,60.0,56.0,43.0,425000
E. Rivas,18,189,77,74.0,55.0,48.0,63.0,18.0,56.0,450000
N. Diliberto,18,175,65,66.0,44.0,58.0,62.0,47.0,50.0,450000
Javier Castro,19,183,75,61.0,30.0,40.0,38.0,62.0,57.0,425000
A. Kamardin,18,183,77,61.0,29.0,41.0,43.0,63.0,59.0,425000
M. Guzmán,20,180,76,60.0,43.0,44.0,49.0,61.0,66.0,450000
Jaume Cuéllar,18,183,74,62.0,62.0,56.0,64.0,23.0,52.0,450000
J. Da Riva,19,187,79,54.0,51.0,61.0,61.0,51.0,60.0,475000
J. Pask,22,187,76,70.0,29.0,49.0,53.0,60.0,65.0,425000
L. Lumeka,21,171,71,77.0,56.0,55.0,63.0,25.0,45.0,450000
D. Itter,21,184,74,63.0,36.0,48.0,58.0,60.0,55.0,400000
B. Lasme,21,188,85,75.0,61.0,46.0,58.0,24.0,68.0,450000
N. Knothe,21,187,81,55.0,33.0,41.0,41.0,62.0,63.0,425000
E. Abouchabaka,20,183,76,63.0,60.0,59.0,64.0,31.0,53.0,450000
T. Børkeeiet,21,189,83,58.0,46.0,54.0,60.0,58.0,65.0,425000
N. Perry,20,175,70,78.0,46.0,55.0,67.0,25.0,41.0,450000
E. Marković,21,180,76,74.0,55.0,56.0,65.0,30.0,58.0,450000
Borja Llarena,21,171,64,86.0,60.0,51.0,63.0,38.0,51.0,450000
Alfon,21,172,60,76.0,62.0,51.0,66.0,33.0,54.0,450000
Lim Jae Hyeok,21,180,66,75.0,58.0,45.0,62.0,24.0,56.0,450000
L. Coordes,21,180,74,81.0,49.0,52.0,67.0,24.0,44.0,450000
J. Mitchell-Lawson,20,168,60,72.0,54.0,55.0,65.0,36.0,41.0,450000
M. Bauer,20,189,84,59.0,26.0,40.0,37.0,61.0,68.0,425000
A. Çelebi,21,195,78,55.0,31.0,34.0,33.0,63.0,62.0,425000
V. Gendrey,20,179,75,66.0,33.0,40.0,64.0,60.0,62.0,400000
I. Sekigawa,19,182,72,55.0,31.0,45.0,44.0,61.0,65.0,400000
A. Jonjić,20,183,75,72.0,52.0,54.0,66.0,30.0,59.0,450000
S. Haji,20,173,68,71.0,49.0,55.0,66.0,35.0,47.0,450000
C. Casap,21,179,68,71.0,59.0,61.0,65.0,45.0,64.0,450000
D. Kother,20,180,67,76.0,57.0,43.0,68.0,21.0,44.0,450000
S. Straudi,21,176,69,70.0,51.0,56.0,64.0,50.0,51.0,450000
A. Mihaiu,21,179,74,74.0,52.0,56.0,61.0,21.0,55.0,450000
M. Aucca,21,168,63,60.0,59.0,61.0,63.0,57.0,64.0,425000
B. Martínez,20,169,73,72.0,61.0,50.0,61.0,39.0,57.0,450000
Julen Lobete,19,178,70,67.0,59.0,42.0,62.0,21.0,52.0,450000
K. Tobers,19,189,75,54.0,40.0,48.0,48.0,60.0,70.0,400000
F. Giacopuzzi,19,186,78,53.0,31.0,39.0,45.0,60.0,63.0,400000
S. Stasik,21,172,70,74.0,25.0,47.0,61.0,56.0,67.0,400000
Z. Muñoz,19,175,68,61.0,57.0,62.0,60.0,50.0,56.0,425000
N. Fernández Mercau,20,172,66,73.0,51.0,58.0,62.0,53.0,54.0,400000
Álex Martínez,21,164,63,60.0,59.0,57.0,69.0,31.0,44.0,450000
Mario Ordoñez,20,180,75,57.0,51.0,59.0,61.0,60.0,71.0,450000
A. Pembélé,19,180,70,77.0,53.0,52.0,65.0,27.0,53.0,425000
D. Marx,20,175,67,72.0,55.0,58.0,64.0,58.0,50.0,425000
M. Pałaszewski,22,175,66,65.0,48.0,62.0,65.0,59.0,62.0,425000
Pedro López,23,177,75,49.0,31.0,43.0,43.0,63.0,63.0,400000
C. Harries,23,185,75,56.0,26.0,55.0,56.0,61.0,64.0,400000
Z. Elbouzedi,22,180,70,84.0,54.0,57.0,61.0,34.0,48.0,425000
A. Lewis,22,183,85,68.0,38.0,51.0,58.0,59.0,69.0,400000
T. Bakinson,21,191,82,64.0,51.0,57.0,61.0,59.0,68.0,425000
F. Baak,21,191,90,50.0,33.0,42.0,44.0,59.0,68.0,400000
A. Dobre,21,178,71,74.0,51.0,53.0,66.0,37.0,61.0,425000
M. Fossey,21,179,76,78.0,39.0,48.0,64.0,54.0,57.0,400000
H. Brockbank,21,180,73,67.0,25.0,43.0,58.0,60.0,66.0,400000
N. Zanellato,22,187,80,60.0,47.0,63.0,68.0,53.0,51.0,425000
F. Arhin,21,166,65,74.0,47.0,58.0,68.0,39.0,41.0,425000
I. Aaneba,21,179,78,58.0,29.0,51.0,56.0,62.0,63.0,400000
A. Canbaz,22,182,73,71.0,62.0,59.0,64.0,23.0,56.0,425000
L. Dietz,23,190,79,52.0,37.0,52.0,56.0,61.0,66.0,400000
Y. Otto,21,180,71,70.0,59.0,49.0,65.0,37.0,54.0,425000
L. Jephcott,20,177,75,76.0,60.0,51.0,61.0,24.0,63.0,450000
Jhonny Lucas,20,170,68,64.0,52.0,57.0,64.0,61.0,62.0,425000
S. Arab,19,178,73,73.0,53.0,57.0,68.0,43.0,60.0,425000
H. Massoudi,20,175,67,68.0,53.0,53.0,72.0,31.0,43.0,425000
B. Anderson,21,177,77,72.0,62.0,45.0,63.0,18.0,46.0,450000
Y. Al Bakr,22,170,62,77.0,27.0,50.0,60.0,55.0,55.0,400000
A. Hindi,23,184,65,67.0,22.0,40.0,48.0,60.0,69.0,400000
L. Ihorst,20,188,80,54.0,61.0,44.0,54.0,29.0,64.0,450000
V. Triboulet,21,183,75,71.0,62.0,47.0,60.0,22.0,53.0,450000
F. Pérez,21,179,72,64.0,59.0,53.0,67.0,22.0,53.0,450000
S. Mackie,21,173,69,78.0,40.0,56.0,63.0,52.0,69.0,400000
Iván Martín,21,178,70,56.0,55.0,61.0,64.0,40.0,44.0,425000
A. Glennon,20,181,72,70.0,47.0,51.0,58.0,57.0,61.0,400000
J. Greaves,19,185,70,64.0,31.0,45.0,50.0,60.0,69.0,375000
S. Delos,21,179,70,83.0,36.0,43.0,63.0,53.0,56.0,400000
B. De Keersmaecker,20,182,75,69.0,56.0,60.0,63.0,31.0,51.0,425000
P. Grauschopf,21,184,74,62.0,27.0,46.0,49.0,60.0,63.0,400000
N. Tarnat,22,179,73,64.0,57.0,59.0,60.0,57.0,60.0,400000
Costinha,20,181,70,59.0,31.0,43.0,59.0,60.0,61.0,400000
M. Villarroel,21,175,69,64.0,38.0,61.0,60.0,51.0,67.0,425000
T. Escalante,20,170,65,73.0,54.0,59.0,64.0,45.0,49.0,425000
Barbero,21,186,76,70.0,60.0,43.0,59.0,20.0,57.0,450000
B. Bodily,22,175,68,73.0,58.0,64.0,67.0,54.0,52.0,425000
Ricard Pujol,22,185,73,68.0,27.0,38.0,51.0,64.0,55.0,400000
Y. Keitel,20,186,85,58.0,40.0,60.0,58.0,58.0,60.0,400000
W. Omari,20,185,78,60.0,33.0,46.0,48.0,61.0,63.0,400000
Peteiro,22,176,71,59.0,33.0,35.0,41.0,65.0,54.0,400000
J. Oosterwolde,19,186,74,85.0,37.0,54.0,53.0,58.0,58.0,375000
O. Imeri,20,175,72,67.0,56.0,55.0,66.0,29.0,45.0,425000
S. Damiani,22,178,73,64.0,48.0,60.0,61.0,54.0,56.0,400000
A. Phillips,22,180,76,64.0,55.0,61.0,65.0,42.0,55.0,400000
H. Adamczyk,22,180,70,70.0,56.0,57.0,66.0,39.0,52.0,400000
B. Thomas-Asante,21,175,74,82.0,58.0,55.0,67.0,30.0,70.0,425000
J. Kabongo,22,194,88,58.0,29.0,44.0,46.0,60.0,66.0,375000
P. Tomczyk,22,184,76,83.0,58.0,41.0,61.0,23.0,59.0,400000
C. Owens,22,185,80,64.0,52.0,61.0,63.0,52.0,61.0,400000
R. Schlegel,23,185,82,54.0,32.0,33.0,36.0,63.0,73.0,375000
A. Hartigan,20,178,68,71.0,55.0,60.0,62.0,57.0,66.0,400000
C. Lakin,21,183,70,71.0,57.0,62.0,66.0,49.0,62.0,400000
Julio Gracia,22,170,66,57.0,53.0,56.0,62.0,57.0,57.0,400000
A. Al Amri,23,185,74,55.0,26.0,43.0,39.0,63.0,61.0,375000
L. Offord,20,180,66,63.0,28.0,45.0,52.0,60.0,68.0,375000
M. Real,20,180,73,75.0,36.0,51.0,59.0,56.0,60.0,375000
S. Gussiås,20,183,82,64.0,62.0,43.0,58.0,23.0,70.0,425000
L. Schneider,20,184,77,71.0,40.0,55.0,61.0,60.0,66.0,375000
S. Guðjohnsen,22,189,80,51.0,60.0,39.0,55.0,26.0,70.0,400000
C. Bayiha,21,173,70,80.0,50.0,56.0,65.0,53.0,58.0,400000
M. Awoudja,22,188,81,60.0,34.0,48.0,41.0,58.0,70.0,375000
A. Baroan,20,188,82,78.0,56.0,57.0,61.0,26.0,51.0,400000
L. Seydoux,22,174,68,73.0,32.0,46.0,58.0,57.0,56.0,375000
L. Kitching,20,191,80,55.0,29.0,43.0,46.0,61.0,71.0,375000
M. Chana,21,182,80,66.0,25.0,36.0,44.0,62.0,63.0,375000
H. Moussaki,21,187,77,69.0,63.0,47.0,60.0,23.0,61.0,425000
Hwang Tae Hyun,21,180,74,64.0,32.0,48.0,59.0,60.0,59.0,375000
J. Medić,21,193,91,60.0,25.0,32.0,32.0,63.0,70.0,375000
M. Guthörl,21,180,79,74.0,40.0,48.0,56.0,57.0,66.0,375000
M. Al Dawsari,20,174,67,74.0,32.0,48.0,57.0,56.0,56.0,375000
D. Pazmiño,20,169,60,74.0,51.0,56.0,58.0,60.0,70.0,400000
F. Romero,20,175,80,62.0,59.0,44.0,57.0,25.0,67.0,425000
A. Leifsson,21,193,80,61.0,27.0,47.0,45.0,61.0,67.0,375000
M. Ramusović,19,184,79,59.0,46.0,57.0,57.0,59.0,61.0,375000
G. Schulz,21,180,65,84.0,53.0,54.0,62.0,29.0,56.0,400000
Contreras,22,175,70,63.0,59.0,60.0,63.0,31.0,43.0,400000
A. Chandarov,21,183,73,66.0,56.0,58.0,62.0,37.0,49.0,400000
J. Amofa,21,188,82,69.0,33.0,48.0,56.0,61.0,65.0,375000
B. Satkus,19,192,83,69.0,37.0,52.0,54.0,58.0,71.0,350000
K. Lazaridis,17,173,71,74.0,50.0,57.0,58.0,54.0,59.0,325000
C. Ainley,22,173,64,75.0,56.0,58.0,67.0,52.0,57.0,375000
Kim Jin Gyu,23,176,67,76.0,55.0,58.0,62.0,35.0,61.0,375000
R. Rentería,24,181,81,59.0,23.0,32.0,37.0,61.0,70.0,350000
A. Edun,22,172,75,71.0,45.0,58.0,63.0,60.0,68.0,375000
C. Lattanzio,22,174,77,69.0,64.0,56.0,65.0,33.0,52.0,400000
K. Gordon,22,179,76,82.0,51.0,54.0,59.0,55.0,61.0,350000
J. Grant,21,183,78,72.0,38.0,54.0,59.0,61.0,69.0,350000
S. Haugen,22,187,78,79.0,60.0,41.0,60.0,26.0,59.0,400000
M. Cortés,23,173,66,77.0,54.0,54.0,63.0,35.0,59.0,400000
K. Al Samiri,23,168,58,58.0,46.0,61.0,67.0,59.0,56.0,375000
Lee Seung Mo,22,185,70,68.0,45.0,56.0,59.0,56.0,66.0,350000
S. Härtel,21,177,73,78.0,38.0,54.0,62.0,54.0,56.0,350000
P. López,22,167,60,69.0,51.0,62.0,66.0,43.0,55.0,375000
M. Osores,23,190,78,54.0,33.0,38.0,43.0,63.0,66.0,350000
Wei Zhen,23,188,78,66.0,34.0,52.0,51.0,61.0,66.0,350000
E. Calvillo,22,170,67,63.0,56.0,60.0,63.0,58.0,56.0,375000
B. Njie,22,184,72,86.0,57.0,48.0,65.0,26.0,47.0,400000
D. Kaneko,21,178,66,60.0,55.0,58.0,62.0,53.0,58.0,375000
A. Herzog,22,177,77,81.0,47.0,60.0,63.0,46.0,61.0,400000
E. Ortega,23,176,61,75.0,46.0,61.0,62.0,55.0,46.0,375000
S. Karweina,21,171,69,72.0,59.0,48.0,66.0,22.0,44.0,400000
S. Bojang,22,180,72,82.0,32.0,44.0,57.0,56.0,66.0,350000
A. Hassoun,23,178,70,74.0,37.0,50.0,57.0,56.0,65.0,350000
J. Löfgren,23,193,87,57.0,29.0,42.0,52.0,59.0,71.0,350000
C. Costin,22,177,73,80.0,42.0,58.0,63.0,56.0,58.0,400000
S. Raux-Yao,21,196,87,59.0,32.0,39.0,35.0,58.0,77.0,350000
K. Klefisch,20,186,75,67.0,50.0,51.0,61.0,60.0,66.0,350000
D. Schnegg,21,185,80,72.0,52.0,59.0,60.0,57.0,68.0,400000
M. Sağlam,22,175,71,63.0,40.0,59.0,66.0,60.0,50.0,350000
A. Soñora,21,171,65,64.0,50.0,66.0,63.0,42.0,49.0,400000
Nacho,21,186,80,67.0,63.0,42.0,55.0,30.0,64.0,400000
W. Tandazo,20,164,68,54.0,45.0,57.0,59.0,64.0,57.0,375000
P. Labrin,20,170,69,69.0,55.0,56.0,65.0,55.0,64.0,375000
J. Rodríguez,21,177,59,86.0,40.0,47.0,50.0,55.0,51.0,350000
J. Vargas,21,161,59,70.0,55.0,58.0,59.0,33.0,57.0,400000
R. Fernández,23,187,74,64.0,28.0,44.0,53.0,61.0,61.0,350000
J. Montenegro,23,165,58,60.0,61.0,45.0,58.0,24.0,58.0,400000
D. Segura,21,166,62,58.0,55.0,58.0,64.0,26.0,48.0,400000
M. Pineda,22,185,79,56.0,22.0,40.0,47.0,63.0,63.0,350000
Thiago,23,177,60,73.0,48.0,58.0,60.0,48.0,60.0,400000
G. Fuentes,21,180,76,66.0,63.0,45.0,57.0,17.0,56.0,400000
M. Pintos,20,174,68,62.0,31.0,49.0,51.0,58.0,54.0,350000
D. Ouédraogo,21,185,75,61.0,25.0,42.0,48.0,63.0,63.0,350000
Jefferson,20,191,88,54.0,59.0,42.0,54.0,29.0,68.0,400000
B. Pernot,21,188,76,69.0,28.0,46.0,60.0,60.0,66.0,350000
K. Fujimoto,21,176,69,74.0,54.0,57.0,65.0,30.0,49.0,400000
Quindimil,20,187,85,63.0,34.0,32.0,38.0,64.0,67.0,350000
J. Nuttall,23,182,72,70.0,60.0,46.0,56.0,34.0,68.0,375000
D. Bernard,23,180,73,71.0,36.0,49.0,58.0,57.0,67.0,325000
S. Lavelle,23,188,76,55.0,29.0,38.0,44.0,61.0,71.0,325000
E. Adebayo,22,193,89,72.0,58.0,49.0,60.0,38.0,76.0,375000
R. Charles-Cook,23,175,69,83.0,51.0,56.0,66.0,53.0,66.0,375000
S. Al Najai,23,176,68,65.0,56.0,60.0,62.0,57.0,63.0,375000
Y. Severin,23,186,78,64.0,27.0,47.0,45.0,60.0,62.0,325000
O. Ural,23,181,80,72.0,30.0,38.0,64.0,58.0,59.0,325000
M. Dembélé,23,184,75,77.0,59.0,46.0,60.0,21.0,57.0,375000
J. Lennon,22,178,70,47.0,51.0,59.0,57.0,58.0,66.0,350000
S. Foss,21,185,80,60.0,25.0,41.0,41.0,62.0,64.0,350000
A. Gamboa,21,191,85,47.0,27.0,46.0,48.0,59.0,71.0,350000
M. Tapias,23,180,72,67.0,33.0,48.0,44.0,60.0,61.0,325000
M. Hołownia,22,184,70,67.0,26.0,48.0,58.0,57.0,59.0,325000
L. Gottwalt,22,192,90,59.0,34.0,39.0,41.0,59.0,71.0,325000
M. Talbi,22,178,74,56.0,30.0,41.0,43.0,64.0,57.0,325000
B. Tutu,22,195,82,75.0,59.0,44.0,55.0,24.0,60.0,375000
J. Ruiz,20,177,74,67.0,52.0,57.0,67.0,43.0,56.0,375000
H. Igarzabal,20,189,85,54.0,30.0,42.0,47.0,61.0,68.0,350000
Fran Castillo,23,175,65,61.0,54.0,64.0,68.0,47.0,38.0,375000
R. Sila,22,185,78,73.0,60.0,52.0,62.0,27.0,56.0,375000
P. Ba,22,187,72,59.0,60.0,41.0,62.0,25.0,66.0,375000
R. Garay,23,186,80,57.0,32.0,42.0,50.0,60.0,64.0,325000
N. Giménez,22,174,72,65.0,33.0,50.0,57.0,58.0,59.0,325000
D. Fleitas,23,180,84,59.0,63.0,51.0,58.0,21.0,62.0,375000
B. Gazzolo,22,182,77,61.0,23.0,42.0,42.0,61.0,61.0,325000
K. Lewis,21,173,72,59.0,41.0,53.0,55.0,57.0,59.0,350000
O. Marmoush,21,177,68,68.0,64.0,47.0,61.0,26.0,52.0,375000
C. Puertas,21,178,77,71.0,55.0,62.0,65.0,51.0,66.0,375000
J. Breitenbach,22,183,70,80.0,27.0,49.0,60.0,55.0,55.0,325000
L. Jürgensen,22,192,82,60.0,24.0,42.0,50.0,60.0,69.0,325000
Marc Baró,20,180,72,63.0,35.0,41.0,56.0,63.0,55.0,325000
M. Gouras,22,175,69,81.0,55.0,55.0,63.0,25.0,53.0,375000
Uri,20,187,80,60.0,30.0,50.0,51.0,60.0,63.0,350000
M. Willock,23,183,72,70.0,55.0,57.0,66.0,52.0,66.0,350000
C. Cooke,23,172,72,57.0,51.0,59.0,63.0,54.0,60.0,350000
A. Palumbo,23,182,78,66.0,46.0,62.0,65.0,52.0,71.0,350000
L. Contin,24,183,78,59.0,61.0,46.0,60.0,34.0,70.0,350000
R. Greenidge,23,198,100,70.0,33.0,40.0,39.0,60.0,75.0,325000
C. Guy,23,178,64,66.0,50.0,58.0,62.0,57.0,60.0,350000
O. Zanzala,23,185,72,67.0,59.0,45.0,58.0,29.0,66.0,350000
M. Gillesphey,24,180,70,53.0,33.0,49.0,48.0,59.0,70.0,325000
D. Agyei,23,183,77,73.0,57.0,49.0,60.0,29.0,68.0,350000
F. Lach,23,190,80,54.0,24.0,42.0,52.0,61.0,66.0,325000
E. Iandolo,22,186,71,74.0,48.0,53.0,61.0,56.0,57.0,325000
K. Miyazaki,22,176,65,76.0,41.0,56.0,65.0,45.0,50.0,350000
T. Yanagi,22,185,80,77.0,33.0,48.0,45.0,56.0,69.0,325000
J. Homawoo,22,190,84,52.0,30.0,40.0,43.0,61.0,61.0,325000
O. Bertel,23,174,63,75.0,30.0,48.0,59.0,55.0,63.0,325000
M. Ambrosiewicz,22,184,75,54.0,48.0,58.0,63.0,61.0,65.0,350000
A. Boupendza,23,180,79,62.0,64.0,45.0,59.0,21.0,55.0,350000
L. Spence,24,179,75,66.0,46.0,58.0,63.0,54.0,57.0,350000
J. Tuominen,24,186,74,69.0,62.0,45.0,58.0,44.0,57.0,350000
T. Uchida,22,177,70,69.0,54.0,57.0,64.0,49.0,66.0,350000
L. Buades,22,180,75,64.0,57.0,55.0,63.0,44.0,55.0,350000
W. Omsberg,24,193,82,50.0,24.0,40.0,33.0,61.0,69.0,325000
D. Lanius,23,195,85,53.0,32.0,41.0,39.0,60.0,74.0,325000
B. Danger,22,182,73,67.0,31.0,49.0,52.0,59.0,57.0,325000
V. Pinson,24,177,67,60.0,64.0,47.0,62.0,21.0,39.0,350000
D. Bajselmani,21,178,82,76.0,47.0,46.0,58.0,57.0,68.0,325000
A. Gutman,23,183,72,60.0,44.0,53.0,58.0,59.0,67.0,325000
B. Michel,22,178,75,87.0,56.0,37.0,57.0,22.0,57.0,350000
E. Cuello,23,180,75,63.0,53.0,58.0,63.0,37.0,57.0,350000
G. Stensness,21,185,82,56.0,41.0,50.0,53.0,56.0,74.0,325000
M. Ekpiteta,24,193,84,69.0,28.0,44.0,48.0,60.0,70.0,325000
F. Bainović,24,176,76,66.0,41.0,56.0,55.0,58.0,67.0,325000
Tiago Alves,24,177,73,76.0,53.0,58.0,64.0,28.0,55.0,350000
A. Medina,22,171,68,70.0,48.0,59.0,57.0,47.0,59.0,350000
A. Landázuri,23,179,73,72.0,42.0,47.0,48.0,58.0,75.0,325000
B. Palacios,22,176,63,85.0,48.0,53.0,60.0,49.0,67.0,350000
J. Astorga,19,177,63,67.0,49.0,54.0,60.0,31.0,49.0,350000
A. Vargas,24,180,77,77.0,39.0,58.0,56.0,57.0,68.0,325000
V. Gustafson,25,176,73,64.0,44.0,53.0,58.0,57.0,67.0,325000
C. Nuñez,24,180,78,58.0,31.0,43.0,57.0,62.0,62.0,325000
R. Kobiljar,24,175,67,80.0,51.0,56.0,69.0,31.0,41.0,350000
D. Klinkenberg,24,186,80,58.0,26.0,43.0,45.0,60.0,69.0,325000
G. Norlin,23,182,73,73.0,53.0,56.0,61.0,32.0,55.0,350000
A. Trujillo,21,160,57,63.0,35.0,46.0,56.0,58.0,46.0,325000
Y. Murillo,22,190,83,63.0,60.0,45.0,59.0,36.0,63.0,350000
C. Monges,23,188,83,63.0,61.0,41.0,56.0,25.0,66.0,350000
C. Viet,21,183,78,67.0,30.0,57.0,57.0,57.0,61.0,325000
M. Jutrić,24,184,82,56.0,28.0,42.0,42.0,59.0,70.0,325000
N. González,21,170,68,70.0,67.0,54.0,65.0,28.0,44.0,350000
A. Aktaş,20,174,70,65.0,54.0,59.0,66.0,44.0,49.0,350000
I. El Harchi,21,190,79,57.0,60.0,48.0,58.0,39.0,63.0,350000
S. Kennedy,23,193,80,66.0,29.0,36.0,32.0,62.0,69.0,325000
J. Schmied,21,188,84,62.0,23.0,40.0,39.0,61.0,67.0,325000
Morais,22,181,74,67.0,66.0,51.0,68.0,31.0,41.0,350000
Miullen,22,180,72,72.0,61.0,51.0,60.0,22.0,59.0,350000
Isi Gómez,24,171,61,54.0,49.0,62.0,64.0,51.0,50.0,350000
J. Gustavsson,25,174,74,62.0,43.0,54.0,57.0,57.0,68.0,300000
H. Kyprianou,23,182,69,68.0,42.0,53.0,55.0,60.0,66.0,300000
J. Doherty,24,179,70,68.0,33.0,43.0,58.0,59.0,68.0,300000
I. Cissé,24,183,76,66.0,37.0,61.0,63.0,60.0,65.0,300000
F. Lesniak,24,176,70,54.0,52.0,58.0,59.0,57.0,65.0,325000
M. Romero,24,179,72,70.0,53.0,57.0,66.0,56.0,60.0,350000
M. Kelly,22,181,70,74.0,37.0,52.0,59.0,56.0,63.0,300000
J. Ertlthaler,23,169,62,68.0,54.0,57.0,65.0,39.0,43.0,350000
N. Diallo,24,178,72,72.0,34.0,46.0,61.0,59.0,54.0,300000
K. Magaña,22,172,66,71.0,60.0,57.0,65.0,32.0,47.0,350000
S. Al Nabit,24,174,68,78.0,52.0,57.0,63.0,24.0,46.0,350000
B. Dione,23,168,62,72.0,58.0,50.0,67.0,18.0,34.0,350000
Hu Jinghang,23,183,75,72.0,58.0,51.0,59.0,29.0,68.0,350000
S. Amin,22,182,68,68.0,41.0,60.0,63.0,51.0,53.0,350000
J. Gutjahr,22,178,73,69.0,52.0,58.0,61.0,56.0,62.0,300000
